"82edc06f026abd169eb1f40d154e61f43fff3541","3847","BattleTech 3050 (Japan)"
"26d8297d8b9b09a61125fe9906ad1c2a7c38ac11","1606","Battletoads in Battlemaniacs (Europe)"
"433b6c7f09de42c869601a35129809ae3e8e5fe8","1606","Battletoads in Battlemaniacs (Japan)"
"3041c5c2a88449cf358a57d019930849575f8f6d","1606","Battletoads in Battlemaniacs (USA)"
"650680fa4da5d4f0b319451b4e3bd5b828585cfb","1606","Battletoads in Battlemaniacs (USA) (Beta)"
"1302d74caf3db924510e58868b095066abdf74f1","2772","Battletoads-Double Dragon (Europe)"
"bf56f12bdde3e2233d7ffcaf4825b10d92632b77","2772","Battletoads-Double Dragon (USA)"
"5e4af718ae159244102a3afc53456f6c34caff91","23125","Bazoe! Mahou Sekai (Japan)"
"3a1238f88cafe6e25b07a10682fb93bdd559f771","1711","Bazooka Blitzkrieg (USA)"
"9cbdf2a2c8e136768130f04b060589d90964c1fb","3170","Beauty and the Beast (Europe)"
"4129133e5ba6752321ec3cdd61a1b4ff740928f1","3170","Beauty and the Beast (Europe) (Beta)"
"a8943fd4911b67f3ddf25fb05e7ce049775d0f62","3170","Beauty and the Beast (USA)"
"e026a63ee8d32a90d723a8df8a2d8febfdf1381e","3860","Beavis and Butt-Head (Europe)"
"00f649f44816ff432ee2b29d7290f2e9544857b5","3860","Beavis and Butt-Head (USA)"
"3e73bd7965eee7ddd40bd60ae51ecbca8d85de0f","1713","Bebe's Kids (USA)"
"3b33dfe11d5f964340a278d3e857127f773d2eb9","1575","Beethoven - The Ultimate Canine Caper! (Europe)"
"915550964ac5988d9bcb88dc9f74f8fc5c522903","1575","Beethoven - The Ultimate Canine Caper! (USA)"
"905ec7c58cac4137a01bff5cef2fa19435c0c6bc","1575","Beethoven's 2nd (USA) (Beta)"
"05a71b38a66f285564ec8447ff4877db74387860","","Benkei Gaiden - Suna no Shou (Japan)"
"51975e91bcb109384dfe4f7f0068da325354a358","3482","Best of the Best - Championship Karate (Europe)"
"19a03de573f848c2dafd7ba212dc9f3efc8b82aa","3482","Best of the Best - Championship Karate (Europe) (Beta)"
"01a1cb3e4ea1714c145ff06a0826d6df0ed36a06","3482","Best of the Best - Championship Karate (USA)"
"578911b49827fc2fa020af75a9b1e88f963cb2ba","","Best Shot Pro Golf (Japan)"
"20aaec8ac9cb64b1c406cb2f7de698bb2ec33611","","Big Ichigeki! Pachi-Slot Daikouryaku (Japan)"
"ce0b6476692569be42834bbe7f78b0c08873908f","","Big Ichigeki! Pachi-Slot Daikouryaku 2 - Universal Collection (Japan)"
"ce7cbdbc846c99cc2de9a9412d60d5d028e85933","1519","Big Sky Trooper (Europe)"
"f6599996571f9d899caf4e33e5e5ce820a47dc8e","1519","Big Sky Trooper (USA)"
"4f78bcaebdef55328f663f9cb74683e44747e303","1519","Big Sky Trooper (USA) (Beta)"
"396fcab2dc8656b8d75df1643fc83868d76ce6c4","3170","Bijo to Yajuu (Japan)"
"d0457fc27adff1b0ad236535f60f91711b15f0db","","Bike Daisuki! Hashiriya Tamashii (Japan)"
"6c96e44379ee4cef5556b52cb8205b4a8d50a09b","1520","Biker Mice from Mars (Europe)"
"3ea3d8b7cf36eba21a9b180a80b645ee0e221bc0","1520","Biker Mice from Mars (USA)"
"c4229e655a621c25e28b46bf72cb0a70a4911877","1714","Bill Laimbeer's Combat Basketball (USA)"
"85aa6176f3584863adef2e4a1385411ca25723f3","3483","Bill Walsh College Football (USA)"
"0334cdb6d2bb039a27d708af22a738ae33cc2301","","Bing Bing! Bingo (Japan)"
"4c4017369fafbad7afd34548b4a94217117a0a03","1576","BioMetal (Europe)"
"9b1277be93aa06c9c0a2ecae99c5c357ffc5c879","1576","BioMetal (Japan)"
"b2f13be7ec7e955ef8fdd398bca44e06b690a8e2","1576","BioMetal (USA)"
"853a97e7f381d5347e4c0aa24ddddb09a55ff29f","","Bishin Densetsu Zoku (Japan)"
"39625b53c9fa9d3f6ac0ee317e6179105a919a90","","Bishoujo Janshi Suchie-Pai (Japan)"
"b81012726129a8eb98e43cc08e507cd197d89080","","Bishoujo Janshi Suchie-Pai (Japan) (Rev 1)"
"137f84ba5d0736b887213e0c0cabd0649bbbafc7","18726","Bishoujo Senshi Sailor Moon - Another Story (Japan)"
"330844563db7d208d57bc2bb95c7fbc0a830eff5","","Bishoujo Senshi Sailor Moon (Japan)"
"3fe66efa28f97579602eca80fe1765a6f45f762d","5822","Bishoujo Senshi Sailor Moon R (Japan)"
"bc0e29ee383574443226695215496eb0d09aaa1c","22761","Bishoujo Senshi Sailor Moon S - Jougai Rantou! Shuyaku Soudatsusen (Japan)"
"feab726c9a8a664435ae177a163c36b09e694d85","","Bishoujo Senshi Sailor Moon S - Kondo wa Puzzle de Oshioki yo! (Japan)"
"be191914942b08a4834bdd33a98c4770ece23167","","Bishoujo Senshi Sailor Moon S - Kurukkurin (Japan)"
"9986e5834d62cbefcc9a9878c7f7b55a12b05024","","Bishoujo Senshi Sailor Moon SuperS - Fuwafuwa Panic (Japan)"
"1ada34177e7384612ae83464288f3860e4c4426e","28683","Bishoujo Senshi Sailor Moon SuperS - Zenin Sanka!! Shuyaku Soudatsusen (Japan)"
"de5fc2caae6803bfcb2eaf831a346b0e422a4e77","","Bishoujo Wrestler Retsuden - Blizzard Yuki Rannyuu!! (Japan)"
"27eb4c70ecda592a0473aa8c68b424ff0ccb7413","1521","Blackhawk (Europe) (En,Fr,De)"
"f7b38c81596973336e72cf4b8a5c575e23ded515","1521","Blackthorne - Fukushuu no Kuroki Toge (Japan)"
"bcac87c7a982d8eb90cbf30a6c34fbabde135ff7","1521","Blackthorne (USA)"
"d10550fb9976bbede23952e7db163cb341d80d91","1521","Blackthorne (USA) (Beta) (CES Version)"
"b0bed10b3332e6c1e02c09e1bf89a35d56cc3c69","1716","BlaZeon - The Bio-Cyborg Challenge (USA)"
